Title,Price,screen,screen_size,resolution_width,resolution_height,resolution_pixels,refresh_rate,ram,ram_gb,storage,storage_gb,processor,cpu_clean,cpu_brand,cpu_family,cpu_generation,graphics,gpu_clean,gpu_brand,gpu_model,nvidia_gpu,is_gaming,has_dedicated_gpu,has_nvidia_gpu,has_amd_gpu,has_intel_gpu,os
"Laptop gamingowy MSI Titan 18 HX AI A2WJ-1234PL 18"" 240Hz Ultra 9 290HX Plus 64GB RAM 2TB Dysk SSD RTX5090 DLSS4 Win11 Pro Czarny AI",25999.0,"18 "",  3840 x 2400 pikseli 240 Hz",18.0,3840,2400,9216000,240,64 GB  DDR5 6400 Mhz RAM,64,2 TB SSD,2048,Intel® Core™ Ultra 9 Series 2 290HX Plus,Intel Core Ultra 9 Series 2 290HX Plus,Intel,Core Ultra 9,,NVIDIA® GeForce RTX™ 5090 + Intel Graphics,NVIDIA GeForce RTX 5090 + Intel Graphics,NVIDIA,GeForce RTX 5090,GeForce RTX 5090,True,True,True,False,True,Windows 11 Professional
"Laptop ASUS ROG Zephyrus Duo 16 GX651AR-U9642X 16""120Hz Ultra 9 386H 64GB RAM 2TB Dysk SSD RTX5070Ti DLSS4 Win11Pro Czarny AI",27999.0,"16 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",16.0,2880,1800,5184000,120,64 GB  LPDDR5x 8533 Mhz RAM,64,2 TB SSD,2048,Intel® Core™ Ultra 9 Series 3 386H,Intel Core Ultra 9 Series 3 386H,Intel,Core Ultra 9,,NVIDIA® GeForce RTX™ 5070 Ti + Intel Graphics,NVIDIA GeForce RTX 5070 Ti + Intel Graphics,NVIDIA,GeForce RTX 5070 Ti,GeForce RTX 5070 Ti,False,True,True,False,True,Windows 11 Professional
"Laptop ASUS Vivobook S14 S3407AA-SF013W OLED 14"" Ultra 7 355 16GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",4399.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  DDR5 RAM,16,512 GB SSD,512,Intel® Core™ Ultra 7 Series 3 355,Intel Core Ultra 7 Series 3 355,Intel,Core Ultra 7,,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Laptop Acer Swift Go 14 AI SFG14-64-R46P OLED 14"" Ryzen AI 5 340 32GB RAM 1TB Dysk SSD Win11 Srebrny Funkcje AI",4499.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,32 GB  LPDDR5x 8000 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 5 340,AMD Ryzen AI 5 340,AMD,Ryzen AI 5,,AMD  Radeon™ 840M,AMD Radeon 840M,AMD,Radeon 840M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Dell 14 Plus 1425-2839 14"" Ultra 7 256V 16GB RAM 1TB Dysk SSD Win11 Niebieski Funkcje AI",5299.0,"14 "",  2560 x 1600 pikseli 90 Hz",14.0,2560,1600,4096000,90,16 GB  LPDDR5x 8533 Mhz RAM,16,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 256V,Intel Core Ultra 7 15gen 256V,Intel,Core Ultra 7,15,Intel®  Arc Graphics,Intel Arc Graphics,Intel,Arc,,False,False,False,False,True,Windows 11 Home Edition
"Laptop 2w1 Dell 16 Plus 1625-2884 16"" Ultra 7 256V 16GB RAM 512GB Dysk SSD Win11 Niebieski Funkcje AI",5799.0,"16 "", ekran dotykowy 2560 x 1600 pikseli 90 Hz",16.0,2560,1600,4096000,90,16 GB  LPDDR5x 8533 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 7 15gen 256V,Intel Core Ultra 7 15gen 256V,Intel,Core Ultra 7,15,Intel®  Arc Graphics,Intel Arc Graphics,Intel,Arc,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy HP Victus 15-fa2118nw 15,6"" 144Hz Core 7 240H 24GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Czarno-srebrny Funkcje AI",6899.0,"15,6 "",  1920 x 1080 pikseli 144 Hz",15.6,1920,1080,2073600,144,24 GB  DDR5 5600 Mhz RAM,24,1 TB SSD,1024,Intel® Core™ 7 15gen 240H,Intel Core 7 15gen 240H,Intel,Core 7,15,NVIDIA® GeForce RTX™ 5060 + Intel Graphics,NVIDIA GeForce RTX 5060 + Intel Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy MSI Vector 18 HX AI A2XWJG-690PL 18"" 240Hz Ultra 9 275HX 32GB RAM 2TB Dysk SSD RTX5090 DLSS4 Win11 Szary Funkcje AI",17299.0,"18 "",  2560 x 1600 pikseli 240 Hz",18.0,2560,1600,4096000,240,32 GB  DDR5 5600 Mhz RAM,32,2 TB SSD,2048,Intel® Core™ Ultra 9 15gen 275HX,Intel Core Ultra 9 15gen 275HX,Intel,Core Ultra 9,15,NVIDIA® GeForce RTX™ 5090 + Intel Graphics,NVIDIA GeForce RTX 5090 + Intel Graphics,NVIDIA,GeForce RTX 5090,GeForce RTX 5090,True,True,True,False,True,Windows 11 Home Edition
"Laptop biznesowy Acer TravelMate P4 Spin 14 TMP414RN-55-TCO 14"" Ultra 5 225U 16GB RAM 512GB Dysk SSD Win11Pro Niebieski Funkcje AI",4099.0,"14 "", ekran dotykowy 1920 x 1200 pikseli",14.0,1920,1200,2304000,,16 GB  DDR5 RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 14gen 225U,Intel Core Ultra 5 14gen 225U,Intel,Core Ultra 5,14,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Laptop gamingowy Acer Nitro V 15 ANV15-52 15,6"" 165Hz i5-13420H 16GB RAM 512GB Dysk SSD RTX5060 Czarny",5199.0,"15,6 "",  1920 x 1080 pikseli 165 Hz",15.6,1920,1080,2073600,165,16 GB  DDR4 RAM,16,512 GB SSD,512,Intel® Core™ i5 13gen 13420H,Intel Core i5 13gen 13420H,Intel,Core i5,13,NVIDIA® GeForce RTX™ 5060 + Intel UHD Graphics,NVIDIA GeForce RTX 5060 + Intel UHD Graphics,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,False,True,bez systemu
"Laptop HP OmniBook X 14-ka0013nwx OLED 14""  Ultra 7 356H 24GB RAM 1TB Dysk SSD Win11 Niebieski Funkcje AI",6333.0,"14 "",  2880 x 1800 pikseli 120 Hz",14.0,2880,1800,5184000,120,24 GB  LPDDR5x 8533 Mhz RAM,24,1 TB SSD,1024,Intel® Core™ Ultra 7 Series 3 365H,Intel Core Ultra 7 Series 3 365H,Intel,Core Ultra 7,,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Apple MacBook Air 2026 13,6"" M5 10/10 16GB RAM 1TB Dysk macOS Błękitny Funkcje AI",7499.0,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,16 GB  zunifikowana RAM,16,1 TB SSD,1024,Apple M5,Apple M5,Apple,M5,,Apple  M5 (10-rdzeni),Apple M5 (10-rdzeni),Apple,M5,,False,False,False,False,False,macOS
"Apple MacBook Pro 2026 16,2"" M5 Pro 18/20 24GB RAM 1TB Dysk macOS Srebrny",14499.0,"16,2 "",  3456 x 2234 pikseli 120 Hz",16.2,3456,2234,7720704,120,24 GB  zunifikowana RAM,24,1 TB SSD,1024,Apple M5 Pro,Apple M5 Pro,Apple,M5 Pro,,Apple  M5 Pro (20-rdzeni),Apple M5 Pro (20-rdzeni),Apple,M5 Pro,,False,False,False,False,False,macOS
"Laptop HP OmniBook 3 17-dm0000nwx 17,3"" Ryzen AI 7 445 16GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",3999.0,"17,3 "",  1920 x 1080 pikseli",17.3,1920,1080,2073600,,16 GB  LPDDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ AI 7 445,AMD Ryzen AI 7 445,AMD,Ryzen AI 7,,AMD  Radeon™ 840M Graphics,AMD Radeon 840M Graphics,AMD,Radeon 840M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy MSI Cyborg 17 B2RWEKG-030XPL 17,3"" 144Hz Core 5 210H 16GB RAM 512GB Dysk SSD RTX5050 DLSS4 Czarny Funkcje AI",4299.0,"17,3 "",  1920 x 1080 pikseli 144 Hz",17.3,1920,1080,2073600,144,16 GB  DDR5 RAM,16,512 GB SSD,512,Intel® Core™ 5 15gen 210H,Intel Core 5 15gen 210H,Intel,Core 5,15,NVIDIA® GeForce RTX™ 5050 + Intel Graphics,NVIDIA GeForce RTX 5050 + Intel Graphics,NVIDIA,GeForce RTX 5050,GeForce RTX 5050,True,True,True,False,True,bez systemu
"Laptop gamingowy Acer Nitro V 14 AI ANV14-62 14,5"" 165Hz Ryzen AI 7 350 16GB RAM 1TB Dysk SSD RTX5050 DLSS4 Biały Funkcje AI",6799.0,"14,5 "",  2560 x 1600 pikseli 165 Hz",14.5,2560,1600,4096000,165,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,NVIDIA® GeForce RTX™ 5050 + AMD Radeon™ 860M,NVIDIA GeForce RTX 5050 + AMD Radeon 860M,NVIDIA,GeForce RTX 5050,GeForce RTX 5050,True,True,True,True,False,bez systemu
"Laptop gamingowy Acer Nitro V 16 AI ANV16-42 16"" 180Hz R7 260 16GB RAM 1TB Dysk SSD RTX5060 DLSS4 Win11 Czarny Funkcje AI",7099.0,"16 "",  2560 x 1600 pikseli 180 Hz",16.0,2560,1600,4096000,180,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,AMD Ryzen™ 7 260,AMD Ryzen 7 260,AMD,Ryzen 7,,NVIDIA® GeForce RTX™ 5060 + AMD Radeon™ 780M,NVIDIA GeForce RTX 5060 + AMD Radeon 780M,NVIDIA,GeForce RTX 5060,GeForce RTX 5060,True,True,True,True,False,Windows 11 Home Edition
"Laptop biznesowy Acer TravelMate P4 14 TMP414-55-TCO 14"" Ultra 5 225U 16GB RAM 512GB Dysk SSD Win11 Pro Niebieski Funkcje AI",3799.0,"14 "",  2880 x 1800 pikseli",14.0,2880,1800,5184000,,16 GB  DDR5 RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 15gen 225U,Intel Core Ultra 5 15gen 225U,Intel,Core Ultra 5,15,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Laptop Acer Swift Go 14 AI SFG14-64-R7UM OLED 14"" Ryzen AI 7 350 32GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",4799.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,32 GB  LPDDR5x 8000 Mhz RAM,32,512 GB SSD,512,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,AMD  Radeon™ 860M,AMD Radeon 860M,AMD,Radeon 860M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Dell 15 DC15255 15,6"" R7 7730U 16GB RAM 1TB Dysk SSD Win11 Srebrny",3799.0,"15,6 "",  1920 x 1080 pikseli 120 Hz",15.6,1920,1080,2073600,120,16 GB  DDR4 3200 MHz RAM,16,1 TB SSD,1024,AMD Ryzen™ 7 7730U,AMD Ryzen 7 7730U,AMD,Ryzen 7,,AMD  Radeon™ Graphics,AMD Radeon Graphics,AMD,Radeon,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Dell 14 DC14255 14"" Ryzen AI 7 350 16GB RAM 1TB Dysk SSD Win11 Srebrny Funkcje AI",4399.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  DDR5 5600 Mhz RAM,16,1 TB SSD,1024,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,AMD  Radeon™ 860M,AMD Radeon 860M,AMD,Radeon 860M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop ASUS Vivobook 17 X1704MA-AU008W 17,3"" Core 7 350 16GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",4699.0,"17,3 "",  1920 x 1080 pikseli 60 Hz",17.3,1920,1080,2073600,60,16 GB  DDR5 RAM,16,512 GB SSD,512,Intel® Core™ 7 Series 3 350,Intel Core 7 Series 3 350,Intel,Core 7,,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Laptop HP OmniBook X 14-ka0003nwx OLED 14"" Ultra 9 386H 32GB RAM 1TB Dysk SSD Win11 Srebrny Funkcje AI",7999.0,"14 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",14.0,2880,1800,5184000,120,32 GB  LPDDR5x 8533 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 9 Series 3 386H,Intel Core Ultra 9 Series 3 386H,Intel,Core Ultra 9,,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro 16 AI AN16-61 16"" 180Hz Ryzen AI 9 365 32GB RAM 1TB Dysk SSD RTX5070Ti DLSS4 Win11 Pro Czarny Funkcje AI",10999.0,"16 "",  2560 x 1600 pikseli 180 Hz",16.0,2560,1600,4096000,180,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 9 365,AMD Ryzen AI 9 365,AMD,Ryzen AI 9,,NVIDIA® GeForce RTX™ 5070 Ti + AMD Radeon™ 880M,NVIDIA GeForce RTX 5070 Ti + AMD Radeon 880M,NVIDIA,GeForce RTX 5070 Ti,GeForce RTX 5070 Ti,True,True,True,True,False,Windows 11 Professional
"Apple MacBook Pro 2026 14,2"" M5 Max 18/32 36GB RAM 2TB Dysk macOS Srebrny Funkcje AI",19999.0,"14,2 "",  3024 x 1964 pikseli 120 Hz",14.2,3024,1964,5939136,120,36 GB  zunifikowana RAM,36,2 TB SSD,2048,Apple M5 Max,Apple M5 Max,Apple,M5 Max,,Apple  M5 Max (32-rdzenie),Apple M5 Max (32-rdzenie),Apple,M5 Max,,False,False,False,False,False,macOS
"Laptop HP OmniBook 3 17-dk0000nwx 17,3"" Core 5 120U 16GB RAM 512GB Dysk SSD Win11 Czarny",3499.0,"17,3 "",  1920 x 1200 pikseli",17.3,1920,1200,2304000,,16 GB  DDR5 5200 Mhz RAM,16,512 GB SSD,512,Intel® Core™ 5 14gen 120U,Intel Core 5 14gen 120U,Intel,Core 5,14,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Laptop 2w1 HP OmniBook X Flip AI 16-cc0004nwx OLED 16"" Ryzen AI 7 445 24GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",5999.0,"16 "", ekran dotykowy 2880 x 1800 pikseli 120 Hz",16.0,2880,1800,5184000,120,24 GB  LPDDR5x 8000 Mhz RAM,24,512 GB SSD,512,AMD Ryzen™ AI 7 445,AMD Ryzen AI 7 445,AMD,Ryzen AI 7,,AMD  Radeon™ 840M,AMD Radeon 840M,AMD,Radeon 840M,,False,False,False,True,False,Windows 11 Home Edition
Laptop ASUS ExpertBook B9 OLED B9403CVAR-KM1338X 14'' Core 7 150U 16GB RAM 512GB Dysk SSD Win11 Pro Czarny Funkcje AI,6163.1,"14 "",  2880 x 1800 pikseli 90 Hz",14.0,2880,1800,5184000,90,16 GB  LPDDR5X RAM,16,512 GB SSD,512,Intel® Core™ 7 150U,Intel Core 7 150U,Intel,Core 7,,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
"Laptop HP OmniBook 7 17-dc0005nw 17,3"" Ultra 7 258V 32GB RAM 2TB Dysk SSD RTX4050 Win11 Srebrny Funkcje AI",6666.0,"17,3 "", ekran dotykowy 1920 x 1080 pikseli",17.3,1920,1080,2073600,,32 GB  LPDDR5x 8533 Mhz RAM,32,2 TB SSD,2048,Intel® Core™ Ultra 7 15gen 258V,Intel Core Ultra 7 15gen 258V,Intel,Core Ultra 7,15,NVIDIA® GeForce RTX 4050 + Intel  Arc 140V,NVIDIA GeForce RTX 4050 + Intel Arc 140V,NVIDIA,GeForce RTX 4050,GeForce RTX 4050,False,True,True,False,True,Windows 11 Home Edition
"Laptop gamingowy MSI Stealth 18 HX AI A2XWIG-037PL 18"" 120Hz Ultra 9 275HX 64GB RAM 2TB Dysk SSD RTX5080 DLSS4 Win11 Pro Czarny Funkcje AI",18999.0,"18 "",  3840 x 2400 pikseli 120 Hz",18.0,3840,2400,9216000,120,64 GB  DDR5 6400 Mhz RAM,64,2 TB SSD,2048,Intel® Core™ Ultra 9 15gen 275HX,Intel Core Ultra 9 15gen 275HX,Intel,Core Ultra 9,15,NVIDIA® GeForce RTX™ 5080 + Intel Graphics,NVIDIA GeForce RTX 5080 + Intel Graphics,NVIDIA,GeForce RTX 5080,GeForce RTX 5080,True,True,True,False,True,Windows 11 Professional
"Apple MacBook Pro 2026 16,2"" M5 Max 18/40 48GB RAM 2TB Dysk macOS Gwiezdna Czerń Funkcje AI",21999.0,"16,2 "",  3456 x 2234 pikseli 120 Hz",16.2,3456,2234,7720704,120,48 GB  zunifikowana RAM,48,2 TB SSD,2048,Apple M5 Max,Apple M5 Max,Apple,M5 Max,,Apple  M5 Max (40-rdzeni),Apple M5 Max (40-rdzeni),Apple,M5 Max,,False,False,False,False,False,macOS
"Laptop MSI Prestige 16 AI Evo B1MG-227PL 16"" Ultra 7 165H 16GB RAM 512GB Dysk SSD Win11 Szary Funkcje AI",5699.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  LPDDR5 6400 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 7 14gen 165H,Intel Core Ultra 7 14gen 165H,Intel,Core Ultra 7,14,Intel®  Arc Graphics,Intel Arc Graphics,Intel,Arc,,False,False,False,False,True,Windows 11 Home Edition
"Laptop biznesowy Lenovo ThinkPad L16 Gen 2 16"" Ryzen AI 5 Pro 340 32GB RAM 512GB Dysk SSD Win11 Pro Czarny Funkcje AI",7199.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,32 GB  DDR5 5600 Mhz RAM,32,512 GB SSD,512,AMD Ryzen™ AI 5 Pro 340,AMD Ryzen AI 5 Pro 340,AMD,Ryzen AI 5,,AMD  Radeon™ 840M Graphics,AMD Radeon 840M Graphics,AMD,Radeon 840M,,False,False,False,True,False,Windows 11 Professional
"Laptop gamingowy Acer Nitro V 16 AI ANV16-61 16"" 180Hz Ryzen AI 7 350 32GB RAM 1TB Dysk SSD RTX5070 DLSS4 Czarny Funkcje AI",7399.0,"16 "",  2560 x 1600 pikseli 180 Hz",16.0,2560,1600,4096000,180,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,NVIDIA® GeForce RTX™ 5070 + AMD Radeon™ 860M,NVIDIA GeForce RTX 5070 + AMD Radeon 860M,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,True,True,True,True,False,bez systemu
"Laptop biznesowy Acer TravelMate P2 16 TMP216-71-G3-TCO 16"" Ultra 5 125H 16GB RAM 512GB Dysk SSD Win11 Pro Szary Funkcje AI",3499.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  DDR5 RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 14gen 125H,Intel Core Ultra 5 14gen 125H,Intel,Core Ultra 5,14,Intel®  Arc™ Graphics (działający jako Intel® Graphics),Intel Arc Graphics (działający jako Intel Graphics),Intel,Arc,,False,False,False,False,True,Windows 11 Professional
"Laptop ASUS Vivobook 16 X1607AA-MB018W 16"" Ultra 5 325 32GB RAM 1TB Dysk SSD Win11 Srebrny Funkcje AI",5499.0,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,32 GB  DDR5 RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 5 Series 3 325,Intel Core Ultra 5 Series 3 325,Intel,Core Ultra 5,,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Home Edition
"Apple MacBook Air 2026 13,6"" M5 10/10 24GB RAM 1TB Dysk macOS Księżycowa Poświata Funkcje AI",8399.0,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,24 GB  zunifikowana RAM,24,1 TB SSD,1024,Apple M5,Apple M5,Apple,M5,,Apple  M5 (10-rdzeni),Apple M5 (10-rdzeni),Apple,M5,,False,False,False,False,False,macOS
"Apple MacBook Pro 2026 16,2"" M5 Max 18/32 36GB RAM 2TB Dysk macOS Srebrny",20999.0,"16,2 "",  3456 x 2234 pikseli 120 Hz",16.2,3456,2234,7720704,120,36 GB  zunifikowana RAM,36,2 TB SSD,2048,Apple M5 Max,Apple M5 Max,Apple,M5 Max,,Apple  M5 Max (32-rdzenie),Apple M5 Max (32-rdzenie),Apple,M5 Max,,False,False,False,False,False,macOS
"Laptop Acer Aspire 14 AI A14-61M 14"" Ryzen AI 5 330 32GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",3698.0,"14 "",  1920 x 1200 pikseli 120 Hz",14.0,1920,1200,2304000,120,32 GB  LPDDR5x 8533 Mhz RAM,32,512 GB SSD,512,AMD Ryzen™ AI 5 330,AMD Ryzen AI 5 330,AMD,Ryzen AI 5,,AMD  Radeon™ 820M Graphics,AMD Radeon 820M Graphics,AMD,Radeon 820M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Acer Aspire 16 AI A16-61M OLED 16"" Ryzen AI 7 350 16GB RAM 512GB Dysk SSD Win11 Szary Funkcje AI",4019.99,"16 "",  1920 x 1200 pikseli 60 Hz",16.0,1920,1200,2304000,60,16 GB  LPDDR5X RAM,16,512 GB SSD,512,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,AMD  Radeon™ 860M,AMD Radeon 860M,AMD,Radeon 860M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop biznesowy Dell Pro 14 Essential PV14255 14"" R7 250 16GB RAM 512GB Dysk SSD Win11 Pro Czarny Funkcje AI",4336.41,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 7 250,AMD Ryzen 7 250,AMD,Ryzen 7,,AMD  Radeon™ 780M,AMD Radeon 780M,AMD,Radeon 780M,,False,False,False,True,False,Windows 11 Professional
"Laptop 2w1 Dell 14 Plus 0425-2808 14"" Ultra 7 256V 16GB RAM 512GB Dysk SSD Win11 Niebieski Funkcje AI",5499.0,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  LPDDR5x 8533 Mhz RAM,16,512 GB SSD,512,Intel® Core™ Ultra 7 15gen 256V,Intel Core Ultra 7 15gen 256V,Intel,Core Ultra 7,15,Intel®  Arc Graphics,Intel Arc Graphics,Intel,Arc,,False,False,False,False,True,Windows 11 Home Edition
"Apple MacBook Air 2026 13,6"" M5 10/10 16GB RAM 1TB Dysk macOS Księżycowa Poświata Funkcje AI",7499.0,"13,6 "",  2560 x 1664 pikseli",13.6,2560,1664,4259840,,16 GB  zunifikowana RAM,16,1 TB SSD,1024,Apple M5,Apple M5,Apple,M5,,Apple  M5 (10-rdzeni),Apple M5 (10-rdzeni),Apple,M5,,False,False,False,False,False,macOS
"Apple MacBook Pro 2026 14,2"" M5 Pro 18/20 24GB RAM 2TB Dysk macOS Srebrny Funkcje AI",13999.0,"14,2 "",  3024 x 1964 pikseli 120 Hz",14.2,3024,1964,5939136,120,24 GB  zunifikowana RAM,24,2 TB SSD,2048,Apple M5 Pro,Apple M5 Pro,Apple,M5 Pro,,Apple  M5 Pro (20-rdzeni),Apple M5 Pro (20-rdzeni),Apple,M5 Pro,,False,False,False,False,False,macOS
"Laptop biznesowy Lenovo ThinkPad X1 Carbon Gen 13 Aura Edition 14"" Ultra 7 258V 32GB RAM 1TB Dysk SSD Win11 Pro Czarny Funkcje AI",16299.0,"14 "", ekran dotykowy 1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,32 GB  LPDDR5x 8533 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ Ultra 7 15gen 258V,Intel Core Ultra 7 15gen 258V,Intel,Core Ultra 7,15,Intel®  Arc Graphics 140V,Intel Arc Graphics 140V,Intel,Arc Graphics 140V,,False,False,False,False,True,Windows 11 Professional
"Laptop Dell 14 DC14255 14"" R5 220 16GB RAM 512GB Dysk SSD Win11 Czarny Funkcje AI",3599.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  DDR5 5600 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ 5 220,AMD Ryzen 5 220,AMD,Ryzen 5,,AMD  Radeon™ 740M,AMD Radeon 740M,AMD,Radeon 740M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop Acer Swift Go 14 AI SFG14-64-R5UJ OLED 14"" Ryzen AI 5 340 16GB RAM 512GB Dysk SSD Win11 Srebrny Funkcje AI",4199.0,"14 "",  1920 x 1200 pikseli 60 Hz",14.0,1920,1200,2304000,60,16 GB  LPDDR5x 8000 Mhz RAM,16,512 GB SSD,512,AMD Ryzen™ AI 5 340,AMD Ryzen AI 5 340,AMD,Ryzen AI 5,,AMD  Radeon™ 840M,AMD Radeon 840M,AMD,Radeon 840M,,False,False,False,True,False,Windows 11 Home Edition
"Laptop gamingowy Acer Nitro V 14 AI ANV14-62 14,5"" 165Hz Ryzen AI 7 350 32GB RAM 1TB Dysk SSD RTX5050 DLSS4 Biały Funkcje AI",7299.0,"14,5 "",  2560 x 1600 pikseli 165 Hz",14.5,2560,1600,4096000,165,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,AMD Ryzen™ AI 7 350,AMD Ryzen AI 7 350,AMD,Ryzen AI 7,,NVIDIA® GeForce RTX™ 5050 + AMD Radeon™ 860M,NVIDIA GeForce RTX 5050 + AMD Radeon 860M,NVIDIA,GeForce RTX 5050,GeForce RTX 5050,True,True,True,True,False,bez systemu
"Laptop gamingowy Dell Alienware 16 Aurora AC16250 16"" 120Hz Core 9 270H 32GB RAM 1TB Dysk SSD RTX5070 DLSS4 Win11 Granatowy Funkcje AI",9999.0,"16 "",  2560 x 1600 pikseli 120 Hz",16.0,2560,1600,4096000,120,32 GB  DDR5 5600 Mhz RAM,32,1 TB SSD,1024,Intel® Core™ 9 15gen 270H,Intel Core 9 15gen 270H,Intel,Core 9,15,NVIDIA® GeForce RTX™ 5070 + Intel Graphics,NVIDIA GeForce RTX 5070 + Intel Graphics,NVIDIA,GeForce RTX 5070,GeForce RTX 5070,True,True,True,False,True,Windows 11 Home Edition
"Laptop ASUS ExpertBook B5 B5404CMA-Q51095X 14"" Ultra 5 125H 16GB RAM 512GB Dysk SSD Win11 Pro Czarny Funkcje AI",5299.0,"14 "",  1920 x 1200 pikseli",14.0,1920,1200,2304000,,16 GB  DDR5 RAM,16,512 GB SSD,512,Intel® Core™ Ultra 5 14gen 125H,Intel Core Ultra 5 14gen 125H,Intel,Core Ultra 5,14,Intel®  Graphics,Intel Graphics,Intel,,,False,False,False,False,True,Windows 11 Professional
